RoMEO Record ID	Publisher	Policy Heading	Country	RoMEO colour	Published Permission	Published Restrictions	Published Max embargo	Accepted Permission	Accepted Restrictions	Accepted Max embargo	Submitted Permission	Submitted Restrictions	Submitted Max embargo	Open Access Publishing	Record Status	Updated
1419	"Bentham Open"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-12-19
316	"Bentham Science Publishers"	[Default policy]	US	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE		Paid OA options	public	2014-12-19
829	"Bergen Open Access Publishing"	"Creative Commons Attribution Non-Commercial Share Alike License"	NO	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-08-18
3092	"Bergen Open Access Publishing"	"Voices"	NO	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-09-07
3081	"Bergen Open Access Publishing"	[Default policy]	NO	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-09-07
2917	"Berghahn Journals"	"24 months"	US	yellow	cannot	FALSE		restricted	FALSE	24	can	FALSE		Paid OA options	public	2016-12-08
2918	"Berghahn Journals"	"36 months"	US	yellow	cannot	FALSE		restricted	FALSE	36	can	FALSE		Paid OA options	public	2016-12-08
281	"Berghahn Journals"	[Default policy]	US	yellow	cannot	FALSE		restricted	FALSE	36	can	FALSE		Paid OA options	public	2016-12-08
103	"Berkeley Electronic Press"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE			public	2009-01-07
690	"Berkeley Mathemarketics Group"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE			public	2009-12-01
2386	"Bern Open Publishing"	[Default policy]	CH	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-07-09
611	"Bernoulli Society for Mathematical Statistics and Probability"	[Default policy]	NL	blue	can	FALSE		can	FALSE		unclear	FALSE			public	2010-02-15
2367	"Betasciencepress Publishing"	[Default policy]	NL	blue	can	FALSE		cannot	FALSE		cannot	FALSE		All journals OA	public	2015-11-11
2208	"Bhojia Dental College and Hospital"	[Default policy]	IN	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2015-01-13
667	"Bifröst Journal of Social Science "	[Default policy]	IS	green	unknown	FALSE		can	FALSE		can	FALSE			public	2009-10-20
3121	"Bio-Protocol"	[Default policy]	US	blue	can	FALSE		cannot	FALSE		unclear	FALSE			public	2017-11-09
1992	"Bioclues Organization"	[Default policy]	IN	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-06-26
1779	"BIOFBE"	[Default policy]	RU	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2014-01-30
994	"Bioinfo Publications"	[Default policy]	IN	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2011-05-25
1498	"BioLim Publishers"	[Default policy]	IN	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2013-04-08
1866	"Biolinguistics"	[Default policy]	CY	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-04-16
2029	"Biological Society of Washington"	[Default policy]	US	white	cannot	FALSE		cannot	FALSE		cannot	FALSE		Paid OA options	public	2014-08-01
22	"BioMed Central"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-11-23
1923	"BioOne"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-05-15
120	"Biophysical Society"	[Default policy]	US	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE		Paid OA options	public	2015-08-05
2643	"Bioresource Research Centre"	[Default policy]	PK	white	restricted	FALSE	2	restricted	FALSE	2	unclear	FALSE			public	2015-09-03
1884	"BioScientifica"	"Endocrinology, Diabetes and Metabolism Case Reports"	GB	blue	cannot	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2014-05-14
1885	"BioScientifica"	"Various Creative Commons"	GB	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2016-12-07
1540	"BioScientifica"	[Default policy]	GB	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE		Paid OA options	public	2016-07-25
2258	"BKL Walawalkar Rural Medical College and Hospital"	[Default policy]	IN	green	can	FALSE		can	FALSE		can	FALSE			public	2015-03-19
23	"Blackwell Publishing"	[Default policy]	GB	yellow	cannot	FALSE		restricted	FALSE	24	can	FALSE		Paid OA options	public	2013-03-20
2459	"Blaetter Verlagsgesellschaft"	[Default policy]	DE	white	restricted	FALSE	12	cannot	FALSE		cannot	FALSE			public	2015-08-11
261	"Bloomsbury Publishing"	[Default policy]	GB	white	cannot	FALSE		restricted	TRUE	18	unclear	FALSE		Paid OA options	public	2015-01-21
1007	"Bloomsbury Qatar Foundation Journals"	[Default policy]	QA	green	can	FALSE		can	FALSE		can	FALSE			public	2011-05-13
2061	"Blue Ocean Publishers"	[Default policy]	AA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-08-12
3089	"BMJ Publishing Group"	"6 months embargo"	GB	yellow	cannot	FALSE		restricted	FALSE	6	can	FALSE			public	2017-08-31
1174	"BMJ Publishing Group"	"BMJ"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2013-04-03
1229	"BMJ Publishing Group"	"Open Access"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-06-02
25	"BMJ Publishing Group"	[Default policy]	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2017-10-09
1450	"Bogdan Chmelnitsky Melitopol State Pedagogical University"	[Default policy]	UA	green	can	FALSE		can	FALSE		can	FALSE			public	2013-03-01
2024	"Bogor Agricultural University"	[Default policy]	ID	blue	can	FALSE		cannot	FALSE		cannot	FALSE		All journals OA	public	2014-07-31
2421	"Bogor Agricultural University, Department of Biology"	[Default policy]	ID	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-07-21
1298	"Bohn Stafleu van Loghum"	[Default policy]	NL	green	cannot	FALSE		can	FALSE		can	FALSE			public	2014-10-10
1942	"Boidecanto SL"	[Default policy]	ES	blue	can	FALSE		can	FALSE		unclear	FALSE			public	2014-05-29
1737	"Boise State University, Basque Studies"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2013-12-12
701	"Book Arts Web"	[Default policy]	US	blue	unknown	FALSE		can	FALSE		cannot	FALSE			public	2009-12-16
2155	"Boom Juridische Uitgevers"	[Default policy]	NL	yellow	restricted	FALSE	6	restricted	FALSE	6	can	FALSE			public	2014-11-18
2154	"Boom Lemma Uitgevers"	[Default policy]	NL	yellow	restricted	FALSE	6	restricted	FALSE	6	can	FALSE			public	2014-11-18
740	"Boreal Environment Research Publishing Board"	[Default policy]	FI	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2010-02-17
2807	"Borntraeger Science Publishers"	"Newsletters on Stratigraphy"	DE	yellow	cannot	FALSE		cannot	FALSE		can	FALSE		Paid OA options	public	2016-06-24
2171	"Borntraeger Science Publishers"	"Open Access"	DE	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-12-03
2170	"Borntraeger Science Publishers"	[Default policy]	DE	yellow	cannot	FALSE		cannot	FALSE		can	FALSE		Paid OA options	public	2014-12-03
655	"Botanic Garden and Botanical Museum Berlin-Dahlem (Botanischer Garten und Botanisches Museum Berlin-Dahlem)"	[Default policy]	DE	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2009-07-17
1772	"Botanical Society of America"	"AJB"	US	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	provisional	2015-07-08
1773	"Botanical Society of America"	"APPS"	US	blue	can	FALSE		can	FALSE		unclear	FALSE		All journals OA	provisional	2016-04-18
399	"Botanical Society of America"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2013-05-03
184	"Botanical Society of the British Isles"	[Default policy]	GB	blue	unknown	FALSE		can	FALSE		cannot	FALSE			public	2008-06-03
612	"Brazilian Statistical Society"	[Default policy]	BR	blue	cannot	FALSE		can	FALSE		unclear	FALSE			public	2009-04-03
1890	"Brepols Publishers"	[Default policy]	BE	yellow	cannot	FALSE		restricted	FALSE	24	can	FALSE		Paid OA options	public	2016-02-16
987	"Brigham Young University, Monte L Bean Life Science Museau"	[Default policy]	US	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2011-03-31
2806	"Brill Academic Publishers"	"Creative Commons Attribution Non-Commercial No Derivatives"	NL	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-06-23
2804	"Brill Academic Publishers"	"Creative Commons Attribution Non-Commercial"	NL	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-06-23
2805	"Brill Academic Publishers"	"Creative Commons Attribution"	NL	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-06-23
154	"Brill Academic Publishers"	[Default policy]	NL	yellow	cannot	FALSE		restricted	FALSE	24	can	FALSE		Paid OA options	public	2016-01-22
1959	"British Academy"	[Default policy]	GB	white	cannot	FALSE		restricted	FALSE	24	unclear	FALSE			public	2014-06-05
2534	"British Agricultural History Society"	[Default policy]	GB	white	restricted	FALSE	24	cannot	FALSE		unclear	FALSE		Paid OA options	public	2015-08-18
2662	"British and Irish Orthoptic Society"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-09-10
2379	"British Association for Chinese Studies"	[Default policy]	GB	blue	can	FALSE		cannot	FALSE		unclear	FALSE		All journals OA	public	2015-07-09
1663	"British Association for the Study of Religions (BASR)"	[Default policy]	GB	blue	can	FALSE		cannot	FALSE		unclear	FALSE			public	2013-09-25
614	"British Association of Adoption and Fostering"	[Default policy]	GB	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-02-03
336	"British Association of Hand Therapists (BAHT)"	[Default policy]	GB	blue	restricted	FALSE		can	FALSE		cannot	FALSE			public	2011-10-05
1436	"British Editorial Society of Bone and Joint Surgery"	"Open Access"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-05-12
367	"British Editorial Society of Bone and Joint Surgery"	[Default policy]	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2016-11-10
573	"British Gestalt Journal"	[Default policy]	GB	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2009-03-06
430	"British Institute at Ankara"	[Default policy]	GB	green	restricted	FALSE		can	FALSE		can	FALSE			public	2013-05-02
1630	"British Institute for the Study of Iraq"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE			public	2013-08-23
24	"British Institute of Non-destructive Testing"	[Default policy]	GB	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2016-03-10
1491	"British Institute of Persian Studies"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE			public	2013-04-05
2302	"British Institute of Radiology"	"BJR Case Reports"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-06-09
674	"British Institute of Radiology"	[Default policy]	GB	yellow	restricted	FALSE	12	restricted	FALSE	12	can	FALSE		Paid OA options	public	2013-08-05
152	"British Psychological Society"	[Default policy]	GB	white	cannot	FALSE		restricted	FALSE	6	cannot	FALSE			public	2016-05-20
538	"British Society for Developmental Disabilities"	[Default policy]	GB	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2009-02-11
424	"British Trust for Ornithology"	[Default policy]	GB	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2011-01-06
1019	"Brock University, Faculty of Education"	[Default policy]	CA	blue	unknown	FALSE		can	FALSE		cannot	FALSE			public	2011-06-17
678	"Brookings Institution Press"	[Default policy]	US	white	restricted	FALSE	3	cannot	FALSE		cannot	FALSE			public	2009-11-13
842	"Brown University, Department of Portuguese and Brazilian Studies"	[Default policy]	US	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2011-01-14
1216	"Bryn Mawr Commentaries"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE			public	2012-04-20
2690	"Budapest University of Technology and Economics"	[Default policy]	HU	green	can	FALSE		can	FALSE		can	FALSE			public	2015-09-29
1213	"Budapesti Corvinus Egyetem, Corvinus School of Management"	[Default policy]	HU	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2018-01-18
2450	"Bulgarian Association of Young Surgeons"	[Default policy]	BG	blue	can	FALSE		can	FALSE		unclear	FALSE			public	2015-08-11
1548	"Bundesinstitut für Bevölkerungsforschung (Federal Institue for Population Research)"	[Default policy]	DE	blue	can	FALSE		can	FALSE		unclear	FALSE			public	2016-04-05
2284	"Burlington Magazine Publications"	[Default policy]	GB	white	cannot	FALSE		restricted	TRUE	6	cannot	FALSE			public	2018-01-16
2265	"Buro van die WAT"	[Default policy]	ZA	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2015-03-31
1379	"Business Systems Laboratory"	[Default policy]	IT	green	can	FALSE		can	FALSE		can	FALSE			public	2013-02-05
2848	"Bülent Ecevit University"	[Default policy]	TR	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-08-04
26	"CAB International Publishing"	[Default policy]	GB	green	unknown	FALSE		can	FALSE		can	FALSE			public	2007-07-02
274	"Calicut Medical College"	[Default policy]	IN	green	cannot	FALSE		can	FALSE		can	FALSE			public	2007-02-26
2774	"Cambridge University Press (CUP)"	"12 months"	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2016-05-10
1518	"Cambridge University Press (CUP)"	"Creative Commons Attribution"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2013-04-16
1599	"Cambridge University Press (CUP)"	"Creative Commons"	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2013-08-06
2130	"Cambridge University Press (CUP)"	"HSS Journals - No Cambridge Open"	GB	green	cannot	FALSE		can	FALSE		can	FALSE			public	2014-10-09
2128	"Cambridge University Press (CUP)"	"HSS Journals"	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2014-10-07
1838	"Cambridge University Press (CUP)"	"No Cambridge Open"	GB	green	restricted	FALSE		can	FALSE		can	FALSE			public	2014-03-26
3002	"Cambridge University Press (CUP)"	"PDF Allowed No Embargo"	GB	green	can	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2017-03-21
3184	"Cambridge University Press (CUP)"	"PDF Allowed SR"	GB	green	restricted	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2018-02-13
2843	"Cambridge University Press (CUP)"	"PDF allowed"	GB	green	restricted	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2016-08-01
2911	"Cambridge University Press (CUP)"	"Radiocarbon"	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2016-11-30
2129	"Cambridge University Press (CUP)"	"STM Journals - No Cambridge Open"	GB	green	cannot	FALSE		can	FALSE		can	FALSE			public	2014-10-09
2127	"Cambridge University Press (CUP)"	"STM Journals"	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2014-10-07
27	"Cambridge University Press (CUP)"	[Default policy]	GB	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2014-10-07
646	"Canadian Academic Accounting Association"	[Default policy]	CA	yellow	cannot	FALSE		cannot	FALSE		can	FALSE			public	2009-07-02
2321	"Canadian Acoustical Association"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-06-11
709	"Canadian Aeronautics and Space Institute (CASI)"	[Default policy]	CA	white	unknown	FALSE		cannot	FALSE		cannot	FALSE			public	2010-01-06
677	"Canadian Anthropology Society (Société Canadienne d'Anthropologie)"	[Default policy]	CA	white	unknown	FALSE		cannot	FALSE		cannot	FALSE			public	2009-11-12
914	"Canadian Center of Science and Education (CCSE)"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-07-28
1563	"Canadian Chiropractic Association (Association chiropratique canadienne)"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE			public	2013-06-06
770	"Canadian Diabetes Association"	[Default policy]	CA	white	cannot	FALSE		restricted	FALSE	12	unclear	FALSE		Paid OA options	public	2016-06-29
596	"Canadian Health Libraries Association (Association des bibliothèques de la santé du Canada)"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE			public	2014-11-21
950	"Canadian Institute of Forestry"	[Default policy]	CA	yellow	unknown	FALSE		restricted	FALSE	Error	can	FALSE			public	2011-02-10
556	"Canadian Institute of Mining, Metallurgy and Petroleum (CIM)"	[Default policy]	CA	white	unknown	FALSE		cannot	FALSE		cannot	FALSE			public	2009-02-18
441	"Canadian Journal of Communication"	[Default policy]	CA	blue	unknown	FALSE		can	FALSE		unclear	FALSE			public	2009-04-09
2856	"Canadian Mathematical Society"	[Default policy]	CA	green	cannot	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2016-08-08
381	"Canadian Medical Association"	[Default policy]	CA	blue	cannot	FALSE		can	FALSE		cannot	FALSE			public	2016-12-05
2139	"Canadian Network for Innovation in Education (CNIE)"	[Default policy]	CA	green	can	FALSE		cannot	FALSE		can	FALSE			public	2014-11-10
781	"Canadian Ophthalmological Society"	[Default policy]	CA	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-05-25
3219	"Canadian Philosophy of Education Society"	[Default policy]	CA	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2018-03-09
496	"Canadian Psychiatric Association (Association des psychiatres du Canada)"	[Default policy]	CA	white	restricted	FALSE	6	restricted	FALSE	6	cannot	FALSE		Paid OA options	public	2014-03-28
542	"Canadian Psychological Association"	[Default policy]	CA	green	cannot	FALSE		can	FALSE		can	FALSE			public	2011-03-01
595	"Canadian Public Health Association"	[Default policy]	CA	blue	cannot	FALSE		can	FALSE		cannot	FALSE			public	2009-03-26
2442	"Canadian Society for Bioengineering"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE			public	2015-09-15
541	"Canadian Society for Clinical Investigation"	[Default policy]	CA	white	unknown	FALSE		cannot	FALSE		cannot	FALSE			public	2009-02-12
947	"Canadian Society for Pharmaceutical Sciences"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE			public	2011-02-09
773	"Canadian Society of Petroleum Geologists"	[Default policy]	CA	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-05-12
992	"Cancer Intelligence"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2012-12-05
1046	"Cancer Research UK"	[Default policy]	GB	yellow	restricted	FALSE	12	restricted	FALSE	12	can	FALSE		Paid OA options	public	2018-03-20
3018	"Cappelen Damm Akademisk (NOASP)"	[Default policy]	NO	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-05-04
2079	"Cardiac Society of Nepal"	[Default policy]	NP	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-08-14
3037	"Cardiff University Press"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-11-27
2541	"Cardiff University, Cardiff School of Journalism, Media and Cultural Studies"	[Default policy]	GB	blue	cannot	FALSE		can	FALSE		cannot	FALSE			public	2015-08-19
2221	"Cardiology Academic Press"	[Default policy]	CH	blue	can	FALSE		cannot	FALSE		unclear	FALSE		All journals OA	public	2015-01-22
783	"Carl Hanser Verlag"	[Default policy]	DE	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-05-26
2013	"Carleton University, Computational Geometry Laboratory"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-07-24
1803	"Carlyle Studies Annual"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE			public	2014-03-06
247	"Carnegie Bosch Institute"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE			public	2007-01-17
140	"Carnets de Geologie"	[Default policy]	FR	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2011-01-21
1516	"Casa de Velázquez"	[Default policy]	CH	blue	restricted	FALSE		can	FALSE		cannot	FALSE			public	2014-04-08
2288	"Catholic Theological Union"	[Default policy]	US	green	can	FALSE		can	FALSE		can	FALSE			public	2015-06-01
784	"Catholic University of America Press"	[Default policy]	US	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2015-05-28
2454	"Celal Bayar Üniversitesi Tıp Fakültesi, Biyofizik Anabilim Dalı (Celal Bayar University, Faculty of Medicine, Department of Biophysics)"	[Default policy]	TR	white	restricted	TRUE	6	restricted	TRUE	6	cannot	FALSE		All journals OA	public	2015-08-11
1520	"CENALTES"	[Default policy]	CL	blue	unknown	FALSE		can	FALSE		cannot	FALSE			public	2013-04-17
3051	"Centers for Disease Control and Prevention"	[Default policy]	US	blue	can	FALSE		cannot	FALSE		unclear	FALSE		All journals OA	public	2018-04-09
2058	"Central Bohemia University"	[Default policy]	CZ	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-08-12
2230	"Central Ornithology Publication Office"	[Default policy]	US	blue	can	FALSE		cannot	FALSE		unclear	FALSE		Paid OA options	public	2016-07-05
2542	"Centre for Advancement of Applied Science"	[Default policy]	IN	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2015-08-19
1537	"Centre for Latin American Research and Documentation (CEDLA)"	[Default policy]	NL	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2015-06-17
2678	"Centre Sèvres - Facultés jésuites de Paris"	[Default policy]	FR	yellow	cannot	FALSE		restricted	FALSE	3	can	FALSE			public	2015-11-05
1950	"Centro Argentino de Meteorologos"	[Default policy]	AR	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2014-06-13
2162	"Centro Científico Conhecer"	[Default policy]	BR	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2014-11-20
843	"Centro de Arqueologia de Almada"	[Default policy]	PT	white	cannot	FALSE		cannot	FALSE		cannot	FALSE			public	2010-11-22
2745	"Centro de Ensino Superior de Juiz de Fora (CESJF)"	[Default policy]	BR	blue	can	FALSE		can	FALSE		cannot	FALSE		All journals OA	public	2016-02-25
1444	"Centro de Estudios en Neuropsicologia"	[Default policy]	CL	blue	can	FALSE		cannot	FALSE		cannot	FALSE		All journals OA	public	2016-09-02
2402	"Centro de Estudios Hemisfericos y Polares"	[Default policy]	CL	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-07-14
1845	"Centro de Estudios Politicos y Constitucionales"	[Default policy]	ES	blue	can	FALSE		cannot	FALSE		unclear	FALSE		All journals OA	public	2016-02-03
1012	"Centro de Investigaciones y Publicaciones Farmaceuticas"	[Default policy]	ES	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2011-05-24
911	"Centro em Rede de Investigação em Antropologia"	[Default policy]	PT	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2011-03-07
2798	"Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ)"	[Default policy]	BR	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-05-20
3147	"Centro Português de Geo-História e Pré-História (CPGP)"	[Default policy]	PT	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2018-01-12
2423	"Centro Universitatio de Belo Horizonte"	[Default policy]	BR	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-07-27
2431	"Centro Universitário Autônomo do Brasil"	[Default policy]	BR	blue	can	FALSE		cannot	FALSE		unclear	FALSE			public	2015-07-29
2286	"Centro Universitário Metodista Izabela Hendrix"	[Default policy]	BR	green	can	FALSE		can	FALSE		can	FALSE			public	2015-06-01
1101	"CETAC.MEDIA"	[Default policy]	PT	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2011-11-09
603	"CEUR Workshop Proceedings"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2015-05-27
2513	"CF Müller"	[Default policy]	DE	white	cannot	FALSE		unclear	FALSE		unclear	FALSE			public	2015-08-17
230	"Charles University, Center for Economic Research and Graduate Education (CERGE)"	[Default policy]	CZ	green	can	FALSE		can	FALSE		can	FALSE			public	2011-01-05
456	"Chartered Financial Analysts Institute"	[Default policy]	US	yellow	unclear	FALSE		cannot	FALSE		can	FALSE		Paid OA options	public	2014-11-12
2797	"Chelonian Research Foundation"	[Default policy]	US	white	cannot	FALSE		cannot	FALSE		cannot	FALSE		Paid OA options	public	2016-05-20
495	"Chemical Engineering Education"	[Default policy]	US	yellow	restricted	FALSE	24	restricted	FALSE	24	can	FALSE			public	2009-06-15
768	"Chemical Society of Japan (日本化学会)"	[Default policy]	JP	blue	can	FALSE		cannot	FALSE		unclear	FALSE		Paid OA options	public	2010-08-03
195	"Chemistry Central"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2013-02-25
1841	"Chinese Academy of Sciences, Institute of Atmospheric Physics"	[Default policy]	CN	green	cannot	FALSE		can	FALSE		can	FALSE			public	2014-03-27
659	"Chinese Journal of Lung Cancer"	[Default policy]	CN	blue	unknown	FALSE		can	FALSE		unclear	FALSE			public	2009-08-24
785	"Chinese Medical Association"	[Default policy]	CN	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-05-26
769	"Chinese University Press"	[Default policy]	CN	white	unknown	FALSE		unclear	FALSE		unclear	FALSE			public	2010-05-12
2396	"Chitkara University Publications"	[Default policy]	IN	blue	can	FALSE		can	FALSE		cannot	FALSE			public	2015-07-13
2781	"Christian Archaeological Society (ΧΑΕ)"	[Default policy]	GR	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2016-05-05
961	"Chulalongkorn University, Faculty of Engineering"	[Default policy]	TH	blue	unknown	FALSE		can	FALSE		unclear	FALSE			public	2011-02-18
1561	"Church Monuments Society"	[Default policy]	GB	yellow	cannot	FALSE		restricted	FALSE	12	can	FALSE			public	2013-05-31
597	"CIGRE (International Council on Large Electric Systems)"	[Default policy]	FR	white	unknown	FALSE		cannot	FALSE		cannot	FALSE			public	2009-03-26
1334	"CILIP, Community Services Group, Information Literacy Group"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE			public	2012-09-11
731	"CILIP, Library and Information Research Group"	[Default policy]	GB	green	can	FALSE		can	FALSE		can	FALSE			public	2010-07-16
3045	"CIRAD"	[Default policy]	FR	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-07-27
3005	"CIRWORLD"	[Default policy]	US	green	cannot	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-03-22
1370	"Civil Szemle Alapítvány"	[Default policy]	HU	blue	can	FALSE		cannot	FALSE		cannot	FALSE			public	2013-02-13
2543	"Classical Association of Canada"	[Default policy]	CA	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2015-10-20
3080	"Classical Association of the Middle West and South"	[Default policy]	US	blue	cannot	FALSE		can	FALSE		unclear	FALSE			public	2017-08-18
523	"Clay Minerals Society"	[Default policy]	US	green	restricted	FALSE		can	FALSE		can	FALSE		Paid OA options	public	2009-06-01
658	"Clifford Beers Foundation"	[Default policy]	GB	yellow	restricted	FALSE	12	restricted	FALSE	12	can	FALSE			public	2009-07-28
2445	"Clinical Laboratory Publications"	[Default policy]	DE	green	can	FALSE		can	FALSE		can	FALSE			public	2015-08-11
2665	"ClinMed International Library"	[Default policy]	US	blue	can	FALSE		cannot	FALSE		cannot	FALSE		All journals OA	public	2015-09-15
1718	"Cloud Publications"	[Default policy]	IN	blue	cannot	FALSE		can	FALSE		unclear	FALSE			public	2013-11-28
1513	"Clute Institute"	[Default policy]	US	green	unknown	FALSE		can	FALSE		can	FALSE		All journals OA	public	2017-09-01
1524	"Co-Action Publishing"	"Creative Commons Attribution"	SE	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2013-04-18
361	"Co-Action Publishing"	[Default policy]	SE	green	can	FALSE		can	FALSE		can	FALSE		All journals OA	public	2013-04-18
